 Sample   Time     Commanded Pos   Encoder 1 Pos   Control Effort

[    0    0.000            2000               1         -0.0476;
   238    1.475            2000            1756          1.6520;
   239    1.481            2000            1758          1.6545;
   240    1.488            2000            1759          1.6563;
   241    1.494            2000            1760          1.6587;
   242    1.500            2000            1761          1.6612;
   243    1.506            2000            1762          1.6630;
   244    1.512            2000            1764          1.6654;
   245    1.518            2000            1765          1.6673;
   246    1.525            2000            1766          1.6697;
   247    1.531            2000            1768          1.6722;
   248    1.537            2000            1769          1.6740;
   249    1.543            2000            1771          1.6758;
   250    1.549            2000            1773          1.6783;
   251    1.556            2000            1774          1.6801;
   252    1.562            2000            1777          1.6825;
   253    1.568            2000            1779          1.6844;
   254    1.574            2000            1781          1.6862;
   255    1.580            2000            1783          1.6880;
   256    1.587            2000            1786          1.6899;
   257    1.593            2000            1789          1.6917;
   258    1.599            2000            1792          1.6935;
   259    1.605            2000            1795          1.6954;
   260    1.611            2000            1799          1.6972;
   261    1.618            2000            1803          1.6990;
   262    1.624            2000            1806          1.7002;
   263    1.630            2000            1810          1.7021;
   264    1.636            2000            1813          1.7033;
   265    1.642            2000            1817          1.7051;
   266    1.649            2000            1820          1.7063;
   267    1.655            2000            1824          1.7076;
   268    1.661            2000            1827          1.7094;
   269    1.667            2000            1831          1.7106;
   270    1.673            2000            1834          1.7118;
   271    1.680            2000            1837          1.7131;
   272    1.686            2000            1840          1.7143;
   273    1.692            2000            1843          1.7155;
   274    1.698            2000            1846          1.7173;
   275    1.704            2000            1849          1.7186;
   276    1.711            2000            1852          1.7198;
   277    1.717            2000            1855          1.7204;
   278    1.723            2000            1857          1.7216;
   279    1.729            2000            1860          1.7228;
   280    1.735            2000            1863          1.7241;
   281    1.742            2000            1865          1.7253;
   282    1.748            2000            1867          1.7265;
   283    1.754            2000            1869          1.7277;
   284    1.760            2000            1870          1.7283;
   285    1.766            2000            1872          1.7295;
   286    1.773            2000            1873          1.7308;
   287    1.779            2000            1873          1.7320;
   288    1.785            2000            1874          1.7332;
   289    1.791            2000            1874          1.7344;
   290    1.797            2000            1875          1.7357;
   291    1.804            2000            1875          1.7369;
   292    1.810            2000            1875          1.7381;
   293    1.816            2000            1875          1.7393;
   294    1.822            2000            1875          1.7405;
   295    1.828            2000            1875          1.7418;
   296    1.835            2000            1875          1.7430;
   297    1.841            2000            1875          1.7442;
   298    1.847            2000            1875          1.7454;
   299    1.853            2000            1876          1.7466;
   300    1.859            2000            1876          1.7479;
   301    1.866            2000            1876          1.7491;
   302    1.872            2000            1876          1.7503;
   303    1.878            2000            1876          1.7515;
   304    1.884            2000            1876          1.7527;
   305    1.890            2000            1876          1.7534;
   306    1.897            2000            1876          1.7546;
   307    1.903            2000            1877          1.7558;
   308    1.909            2000            1877          1.7570;
   309    1.915            2000            1877          1.7582;
   310    1.921            2000            1877          1.7595;
   311    1.928            2000            1877          1.7607;
   312    1.934            2000            1878          1.7619;
   313    1.940            2000            1878          1.7631;
   314    1.946            2000            1878          1.7643;
   315    1.952            2000            1878          1.7656;
   316    1.959            2000            1878          1.7668;
   317    1.965            2000            1878          1.7680;
   318    1.971            2000            1879          1.7692;
   319    1.977            2000            1879          1.7705;
   320    1.983            2000            1879          1.7711;
   321    1.990            2000            1879          1.7723;
